web-scraper-order,web-scraper-start-url,titoli,link,link-href,descr,autor,date,skill
"1611343534-3293","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","CNCpediA -Programmazione CNC ISO Fanuc per centri di lavoro","","","","","null",""
"1611342643-2917","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Impara il framework Metasploit da \x00La struttura di questo corso è basata sul PTES. Imparerai a usare Metasploit, i suoi limiti e come trascenderliAdriano GattabuiaValutazione: 4,6 su 54,6(108)3,5 ore totali38 lezioniTutti i livelliPrezzo attuale99,99 €","https://www.udemy.com/course/impara-il-framework-metasploit-da-x00/","","Adriano Gattabuia","Ultimo aggiornamento 3/2018",""
"1611343120-3110","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","CORSO JAVASCRIPT ES6 E TYPESCRIPT CON REACT JS ED ANGULAR 8Il corso base di javascript e Typescript ti da le basi per poter studiare al meglio framework come Angular o ReactLucio TicaliValutazione: 3,1 su 53,1(42)7,5 ore totali70 lezioniIntermedioPrezzo attuale19,99 €","https://www.udemy.com/course/corso-base-di-javascript-es6-e-typescript-2x3x/","DescrizioneIl corso base di Javascript Es6 e TypeSript è fondamentale se vuoi intraprendere un percorso formativo relativo a framework quali Angular o React.TypeScript ha nel suo nome la sua missione: fornire “un JavaScript con il supporto opzionale della tipizzazione stretta” e la cui compilazione genera codice JavaScript standard.Javascript è un linguaggio di programmazione che riscuote sempre maggior successo in questi ultimi periodi, come testimoniano moltissimi sondaggi come quelle che ogni anno fornisce il celebre sito StackOverflow.La versione attuale di Javascript maggiormente diffusa ed utilizzata al momento è EcmaScript 6 approvata in via definitiva nel 2015.Questa mini guida ti da le basi per poter studiare al meglio Angular, React o Vue.js. Se non conosci ESx o TypeScript ti sarà difficile comprendere tali framework.

Partiremo dalle basi fino ai concetti più avanzati usando un linguaggio semplice che sia comprensibile a tutti. Nelle ultime sezioni realizzeremo una web app semplice ma completa sia in ANGULAR 8  che in REACT.JS.

Se non capissi alcuni concetti ti chiedo la cortesia di contattarmi evitando di dare un giudizio negativo impulsivamente, parliamone e risolviamo assieme.
 Se vuoi puoi iscriverti al gruppo chiuso di facebook ""Angular dalla a alla web app"" , dove oltre a parlare di Angular si parla anche di Javascript e TypeScript.Che dire, vi auguro buono studio, spero che sia solo l'inizio di un percorso formativo e professionale lungo e prosperoso. A chi è rivolto questo corso:Sviluppatori Font end che intendono approfondire o assimilare i concetti di Angular o ReactSviluppatori Angular o React cui mancano le basi di ES6 o TypeScriptMostra di piùMostra meno","","Ultimo aggiornamento 12/2020",""
"1611343693-3338","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Imparare  Spring boot, Hibernate e GitImpariamo il funzionamento di Spring  Hibernate e GitFabio MuranoValutazione: 4,6 su 54,6(17)8 ore totali77 lezioniTutti i livelliPrezzo attuale19,99 €","https://www.udemy.com/course/imparare-springboothibernate-git/","","Fabio Murano","Ultimo aggiornamento 5/2020",""
"1611343447-3253","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Impara a Programmare un Termostato HVAC in KNXCompleta le tue conoscenze sullo Standard KNX entrando nel modo della Termoregolazione gestita dal KNXDavide GrandeppienoValutazione: 4,8 su 54,8(2)3,5 ore totali13 lezioniTutti i livelliPrezzo attuale169,99 €","https://www.udemy.com/course/impara-a-programmare-un-termostato-hvac-in-knx/","","","Ultimo aggiornamento 3/2020","Cosa impareraiLe basi della TermoregolazioneParametrizzare un Termostato KNXL'analisi del Termine HVACIl Data-Point KNX sulla termoregolazione HVACRiscaldare e Raffrescare un ambiente grazie ad un Termostato KNXImportare il valore di Umidità rilevata dal Termostato KNXImportare il valore di Temperatura di Rugiada rilevata dal Termostato KNXUtilizzare le soglie di UmiditàUtilizzare le soglie di Temperatura di RugiadaGestire e bloccare gli allarmi delle soglie di UmiditàGestire e bloccare gli allarmi per le soglie di Temperatura di rugiadaModi di visualizzazione del Termostato KNX su un supervisoreMostra di piùMostra meno"
"1611343364-3214","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","La Privacy negli Enti Locali R.UE 679/2016L' applicazione del GDPR nell'ambito degli Enti Pubblici LocaliDavide BariselliValutazione: 4,0 su 54,0(12)1,5 ore totali7 lezioniPrincipiantePrezzo attuale29,99 €","https://www.udemy.com/course/il-regolamento-europeo-sul-trattamento-dei-dati-rue-679-2016/","","Davide Bariselli","Ultimo aggiornamento 12/2019",""
"1611343211-3166","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","Corso pratico di C","","","","","null",""
"1611344641-3720","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","SQL Server: 35 esercizi e correzioni sul Transact SQL.Venite ad imparare divertendovi a fare query in Transact SQL, attraverso tutti questi esercizi su SQL Server 2019 .Olivier Thuillier Amministrazione, TSQL e prestazioni del server SQL.1,5 ore totali56 lezioniPrincipiantePrezzo attuale39,99 €Nuovo","https://www.udemy.com/course/sql-server-35-esercizi-e-correzioni-sul-transact-sql/","","Olivier Thuillier Amministrazione, TSQL e prestazioni del server SQL.","Pubblicato 1/2021",""
"1611343364-3213","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","La Privacy negli Enti Locali R.UE 679/2016L' applicazione del GDPR nell'ambito degli Enti Pubblici LocaliDavide BariselliValutazione: 4,0 su 54,0(12)1,5 ore totali7 lezioniPrincipiantePrezzo attuale29,99 €","https://www.udemy.com/course/il-regolamento-europeo-sul-trattamento-dei-dati-rue-679-2016/","DescrizioneIl corso ha l'obiettivo di descrivere le principali novità introdotte dal RUE 679/2016 regolamento europeo in materia di protezione dei dati.Il corso di sviluppa in 5 moduli:Modulo 1: sessione introduttiva che spiega i principi alla base della nuova normativaModulo 2: Verranno poi date alcune definizioniModulo 3: vengono identificati i principali soggetti coinvolti dalla normativaModulo 4: descrizione dei processi operativiModulo 5: sanzioni previste dalla normativa A chi è rivolto questo corso:Dipendenti di enti pubblici, e della pubblica amministrazione localeMostra di piùMostra meno","","Ultimo aggiornamento 12/2019",""
"1611343834-3403","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Workshop completo di base su tecnologia MikroTik RouterOSWorkshop completo di base su tecnologia MikroTik RouterOSAlejandro Fala'Valutazione: 4,0 su 54,0(50)5,5 ore totali12 lezioniTutti i livelliPrezzo attuale34,99 €","https://www.udemy.com/course/mikrotik-mtcna/","","","Ultimo aggiornamento 6/2020","Cosa impareraiLogin e uso di RouterOS e MikroTik, creazione di una rete semplice, indirizzamento Ip, Nat, DHCP Server e client, firewall, PPP, simple queues, wireless networks"
"1611342527-2871","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","Corsa alle affiliazioni","","","","","null",""
"1611343095-3101","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","CORSO JAVASCRIPT ES6 E TYPESCRIPT CON REACT JS ED ANGULAR 8","","","","","null",""
"1611342812-2976","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","Impara Linux: dalle basi alla certificazione LPI - Exam 102","","","","","null",""
"1611344000-3472","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Da 0 ad Ethical HackerCorso Completo di Ethical Hacking Teorico e PraticoGiuseppe CompareValutazione: 4,3 su 54,3(46)6 ore totali66 lezioniIntermedioPrezzo attuale69,99 €","https://www.udemy.com/course/eth-hac-strumenti-del-mestiere/","","","Ultimo aggiornamento 8/2020","Cosa impareraiPenetration TestHardware HackingWeb Penetration TestComplete PenTestPython for HackingAndroid HackingPhishing - How Analyze e-mailVulnerability AssessmentDos Attack"
"1611342527-2873","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","Linux: comandi base","","","","","null",""
"1611344313-3599","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Ansible per la DevOps: Corso di base con eserciziUn corso di base completo per l'utilizzo di Ansible. Fai pratica con i tanti esercizi presenti nelle lezioniRiccardo FuscoValutazione: 4,3 su 54,3(28)3 ore totali17 lezioniPrincipiantePrezzo attuale129,99 €","https://www.udemy.com/course/ansible-per-la-devops-corso-di-base-con-esercizi/","","","Ultimo aggiornamento 11/2020","Cosa impareraiConoscere lo strumento AnsibleOrganizzare gruppi di nodi attraverso gli InventoryRealizzare i Playbook per automatizzare le installazioniEseguire comandi ad-hoc rapidi e precisiAutomatizzare l'amministrazione del tuo clusterCreare e riutilizzare i Ruoli su Galaxy"
"1611344211-3565","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Corso HTML5Impara da 0 ad utilizzare HTML5Daniele MasoneValutazione: 5,0 su 55,0(1)5 ore totali45 lezioniIntermedioPrezzo attuale49,99 €","https://www.udemy.com/course/corso-html5/","","Daniele Masone","Ultimo aggiornamento 9/2020",""
"1611344322-3604","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","ITIL4 Fondazione- Preparazione Completa - NUOVO","","","","","null",""
"1611342582-2885","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","","Corso elettronica base - OceanDrivers AcademyUn corso per iniziare a capire il mondo della elettronica di bordo, con chiarezza e semplicità!Gilberto Pastorella, Ocean Connection S.L. NIF: ESB57816514Valutazione: 4,9 su 54,9(8)2 ore totali11 lezioniTutti i livelliPrezzo attuale59,99 €","https://www.udemy.com/course/corso-elettronica-base-oceandrivers-academy/","","Gilberto Pastorella","Ultimo aggiornamento 3/2017",""
"1611343095-3100","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","Corso Completo Di Ethical Hacking","","","","","null",""
"1611343483-3263","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Sistemistica per Sysadmin e Pentester Microsoft & More LVL2Un pacchetto di implementazioni must-have per ogni sysadmin e futuro pentesterThe Phoenix GroupValutazione: 4,5 su 54,5(50)3,5 ore totali19 lezioniTutti i livelliPrezzo attuale24,99 €","https://www.udemy.com/course/sistemistica-per-sysadmin-e-pentester-microsoft-more-lvl2/","DescrizioneIn questo corso sono inserite molte funzionalità avanzate di una configurazione server. Lo step by step di migrazione da 2008 R2 uscito di supporto a 2019 è sicuramente un punto di forza. Le piattaforme di sync tra due server e di firewall virtuale gratuito completano il pacchetto assieme a NOX. Un corso che comprende una serie di informazioni davvero utili per tutti i professionisti del campo IT sia che sia Sysadmin o che poi si orientino verso la Cybersec ed i Pentest. Conoscere le funzionalità aumenterà la loro capacità di gestione\attacco ed anche di eventuale remediation.A chi è rivolto questo corso:Amministratori di sistema, Pentester, Persone che vogliono imparare a gestire una rete od a capirne i funzionamentiMostra di piùMostra meno","","Ultimo aggiornamento 12/2020",""
"1611343638-3322","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Corso Base di SQL per OracleImpariamo SQL per qualsiasi DB Relazionale con una particolare attenzione alla versione OracleMichele PiazzollaValutazione: 4,4 su 54,4(39)3 ore totali44 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/corso-base-di-sql-per-oracle/","","Michele Piazzolla","Ultimo aggiornamento 5/2020",""
"1611343108-3108","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Ethical Hacker 3 - WAPT & VAWeb Application Penetration Test & Vulnerability AssessmentGiuseppe CompareValutazione: 4,0 su 54,0(22)2 ore totali21 lezioniIntermedioPrezzo attuale34,99 €","https://www.udemy.com/course/ethical-hacker-2019/","","Giuseppe Compare","Ultimo aggiornamento 6/2019",""
"1611343737-3366","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","SAP FI - ContabilitáDimostrazioni pratiche su come svolgere le principali operazioni di contabilità con SAP ERP. Corso di introduzione a SAPGrazia MasulliValutazione: 4,8 su 54,8(14)2 ore totali19 lezioniPrincipiantePrezzo attuale119,99 €","https://www.udemy.com/course/sap-fi-sap-contabilita-corso-base/","","Grazia Masulli","Ultimo aggiornamento 12/2020",""
"1611343507-3271","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Secure Coding - Sviluppo di codice sicuroMetodologie e strumenti per sviluppare applicazioni sicureGianluca GolinelliValutazione: 4,2 su 54,2(12)6,5 ore totali32 lezioniIntermedioPrezzo attuale49,99 €","https://www.udemy.com/course/secure_coding/","","","Ultimo aggiornamento 10/2020","Cosa impareraiProgrammazione sicura di codice applicativoPrincipali vulnerabilità insite nelle applicazioniSecure CodingMetodologie e standard OwaspCapire come mitigare e non introdurre vulnerabilità nelle applicazioniWeb Application Security"
"1611342792-2960","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Corso GIS BaseMetodologie operative, teoria e pratica con QGISMassimiliano MoracaValutazione: 4,2 su 54,2(232)6 ore totali60 lezioniPrincipiantePrezzo attuale79,99 €","https://www.udemy.com/course/corso-gis-base/","","Massimiliano Moraca","Ultimo aggiornamento 11/2020",""
"1611342690-2930","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Corso completo sugli Amazon Web Services (AWS)Conoscere il cloud computing e usare gli Amazon Web Service, EC2, S3, VPC, RDS, LightSail, Aurora ed altro ancoraMassimo Della Rovere, Davide RiboldiValutazione: 4,4 su 54,4(452)11 ore totali108 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/corso-completo-sugli-amazon-web-services-aws/","","Davide Riboldi","Ultimo aggiornamento 8/2018",""
"1611342923-3023","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","FileMaker Pro 9Riccardo AlbieriTeacher-in-a-Box | Videocorsi ProfessionaliValutazione: 4,6 su 54,6(20)6,5 ore totali99 lezioniPrincipiantePrezzo attuale29,99 €","https://www.udemy.com/course/filemaker-pro-9/","","","Ultimo aggiornamento 1/2019","Cosa impareraiDopo aver seguito questo corso saprai muoverti con disinvoltura in FileMaker 9 e sarai in grado di realizzare in autonomia un database ricco di funzionalità."
"1611344057-3500","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Corso teorico di base sull' Internet Of ThingsConcetti essenziali dell' Internet delle CosePatrizio Riccardi eLearningValutazione: 3,5 su 53,5(5)35 minuti totali31 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/l-internet-of-things/","DescrizioneCiao!Benvenuto in questo corso introduttivo sull' Internet Of Things, anche noto come ""Internet delle cose"".Con questo termine si fa riferimento all’estensione alle cose dei benefici dell’uso di Internet finora limitati alle persone, permettendo agli oggetti di interagire con altri oggetti e quindi con le persone in modo sempre più digitale. L’Internet delle cose consente di rendere disponibili i dati che servono a comprendere meglio il mondo reale, estrarre informazioni utili ai processi decisionali, aiutare le imprese a intraprendere percorsi d’innovazione digitale dei business. In questo corso vedremo i concetti essenziali dell' Internet Of Things, come oggetti intelligenti, ecosistemi IoT, servizi cloud IoT, sicurezza in ambito IoT e digital storage.L' Internet delle cose sarà sempre più presente nella nostra vita quotidiana, quindi è essenziale conoscerne il funzionamento per una gestione più efficace e consapevole.Mettiti comodo e..Ci vediamo dall' altra parte!A chi è rivolto questo corso:studenti e appassionati di informaticachiunque voglia avvicinarsi al mondo dell' Internet Of Thingsappassionati di domoticaMostra di piùMostra meno","","Ultimo aggiornamento 8/2020",""
"1611342952-3031","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","IT Security - Preparazione EIPASS e ECDL","","","","","null",""
"1611342611-2894","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","","Computer Base: da zero a Windows 10Conosci, comprendi, ed utilizza i Computer anche senza alcuna conoscenza preliminare. Da zero a Windows 10Robledo FamigliettiValutazione: 4,4 su 54,4(73)6 ore totali24 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/computer-base-impara-ad-usare-i-computer-da-zero/","DescrizioneIl corso permette, con un limitato impegno di tempo e risorse, di acquisire i concetti base dell'informatica necessari ad essere subito operativi e in grado di capire ed utilizzare i computer e i tablet e le loro applicazioni più diffuse. Verranno mostrate delle sessioni ""live"" per apprendere subito il funzionamento di applicazioni importanti, come Google Chrome e Windows 10. Il corso mostrerà anche come orientarsi al meglio nella scelta dell'acquisto di un computer.A chi è rivolto questo corso:Gli studenti, i principianti e, in genere, tutti coloro che per passione, per studio o per lavoro  vogliono essere in grado fin da subito di comprendere ed utilizzare i computer e di sfruttarne al meglio le applicazioni più diffuse.Mostra di piùMostra meno","","Ultimo aggiornamento 2/2018",""
"1611342631-2914","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","Ubuntu 17.10 Desktop - installazione e utilizzo di Linux","","","","","null",""
"1611343372-3226","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","Unreal Engine 4 Blueprints: Il grande corso definitivo","","","","","null",""
"1611343854-3408","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","Corso completo di Pytest - da 0 ad assunto!","","","","","null",""
"1611343534-3279","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","Imparare  Spring boot, Hibernate e Git","","","","","null",""
"1611344009-3487","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","Fondamenti di Microsoft Azure (AZ-900) - Prove pratiche 2021","","","","","null",""
"1611343067-3082","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","","Impara la Business Intelligence di Microsoft da zeroUn corso facile per imparare la Business IntelligenceFabrizio CandeloValutazione: 3,8 su 53,8(22)7 ore totali38 lezioniIntermedioPrezzo attuale49,99 €","https://www.udemy.com/course/impara-la-business-intelligence-di-microsoft-da-zero/","","Fabrizio Candelo","Ultimo aggiornamento 5/2019",""
"1611343826-3396","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Corso GIS IntermedioEstrarre informazioni dai dati vettoriali con QGISMassimiliano MoracaValutazione: 4,2 su 54,2(57)4 ore totali31 lezioniIntermedioPrezzo attuale79,99 €","https://www.udemy.com/course/corso-gis-intermedio/","DescrizioneCon questo corso apprenderai le nozioni fondamentali per poter operare sui dati CAD in ambiente GIS per convertirli in formati GIS friendly. Avrai la possibilità di capire come estrarre dati da altri dati attraverso le tecniche di Join e Geoprocessing. Infine sarai in gradi di stampare in autonomia una mappa grazie alle lezioni sui layout di stampa.Le competenze apprese in questo corso sono fondamentali per la tua carriera professionale e ti aiuteranno ad aumentare produttività e competitività.I GIS infatti sono un settore in netta espansione e molto trasversale. Il motivo di ciò è intrinsecamente legato al prodotto dell'analisi GIS cioè la mappa, a prescindere dalla sua forma finale(cartacea o digitale).Le mappe al giorno d'oggi, più che nell'antichità, sono davvero fondamentali. Una mappa è usata per rappresentare un fenomeno e questo fenomeno può essere di natura antropica come la differenza di reddito in aree distinte di una nazione, oppure può essere di tipo naturale come la distribuzione dei livelli di pioggia su un territorio.Il corso è strutturato in modo da bilanciare la teoria e la pratica; avrai quindi lezioni totalmente teoriche contrapposte a lezioni pratiche ed esercitazioni che ho creato appositamente per te. Troverai anche alcune verifiche autovalutative che ti saranno utili a capire se devi o meno rivedere degli argomenti.Nel corso incontrerai questi argomenti:Join tabellareIl dato CAD in ambiente GISEsportare il dato CAD in formato GISLe principali operazioni di Geoprocessing come:bufferclipunionintersectStampare una mappa Durante il corso rilascerò sia le slide che il materiale usato nelle varie lezioni ed ovviamente i file che serviranno per le esercitazioni.Il software utilizzato per questo corso è QGIS nella versione 3.x, oramai diventato uno dei migliori software in ambito GIS. QGIS è sviluppato da un decennio, è in continuo aggiornamento, ha un'ampia platea di utilizzatori e tantissimi forum di supporto. E' usato da tantissime realtà pubbliche ma anche private. La Regione Toscana, ad esempio, anche nell'ottica del rispetto del Codice dell'Amministrazione Digitale(D.L. n.82, 7 marzo 2005), rilascia i dati cartografici sotto forma di progetto QGIS.NOTA BENEEssendo un corso GIS INTERMEDIO darò per scontato che tu abbia acquisito la conoscenze basilari con il mio Corso GIS BASE. A chi è rivolto questo corso:ProfessionistiImpiegati della Pubblica AmministrazioneDipendenti privatiStudenti di discipline tecniche e nonPersonale addetto alla gestione dei dati cartograficiResponsabili di settori strategiciMostra di piùMostra meno","","Ultimo aggiornamento 11/2020",""
"1611344405-3640","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","","Impara a programmare in Java da zeroImpara a sviluppare in java da zero, senza alcun prerequisito.Alessandro Portaluppi5,5 ore totali46 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/impara-a-programmare-in-java-da-zero/","","","Ultimo aggiornamento 11/2020","Cosa impareraiProgrammazione in java da zero"
"1611343199-3145","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Sicurezza Informatica | Corso 100% Pratico per Principianti!Sicurezza Informatica & Cyber Security & Ethical Hacking per Appassionati, Principianti e Curiosi...da 0 a 100!The Phoenix Group, SecurityHero.it TrainingValutazione: 4,2 su 54,2(404)16 ore totali207 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/sicurezza-informatica-corso-pratico/","DescrizioneNon puoi pensare di Attaccare una Rete se prima non impari a DIFENDERLA! Ecco quindi il motivo di questo Corso!Insegnarti le Principali Tecniche di Difesa di un'Architettura di Rete...e lo faremo partendo COMPLETAMENTE da zero!Preparati perché sarà un Viaggio Affascinante, ti ritroverai ad affrontare tematiche particolari ed interessanti che ti porteranno ad acquisire, passo dopo passo, abilità che saranno utili alla tua crescita professionale in questo settore.Affronteremo la materia considerando sempre il Punto di Vista di un eventuale Attaccante e scopriremo come quest'ultimo può essere utilizzato a nostro favore per Proteggere e Gestire adeguatamente il nostro contesto di Rete.Studiare la Cyber Security può sembrarti qualcosa di complesso, ma non preoccuparti: ho ideato un percorso che, partendo dalle Basi ti condurrà verso i concetti più avanzati e complessi.La Sicurezza Informatica deve tener conto di tutti i possibili Vettori di Attacco ad una Rete e perciò gli argomenti che affronteremo saranno molteplici.Partiremo dall'Analisi del Traffico di Rete che ci permetterà di comprendere come i Pacchetti fluiscono all'interno dei dispositivi e quali sono i protocolli maggiormente utilizzati.Seguirà la parte di FIREWALLING: il firewall perimetrale è spesso il primo elemento di protezione di una rete e quindi è fondamentale conoscerlo bene.Passeremo poi alla parte di IDS/IDP/HIDS che ci permetterà di anticipare, rilevare e bloccare molteplici attacchi.E poi tanti altri argomenti, tra cui:Sistemi di Endpoint Protection.Soluzioni di Data Loss Prevention.Honeypot.Network Access Control (NAC).SIEM.Proxy ServerEcc.Insomma, cosa stai aspettando?! Iscriviti ed entra a far parte di questa avventura! Che altro dire? In Bocca al Lupo e Buono Studio!Alla Prossima!A chi è rivolto questo corso:Chiunque sia interessato alla sicurezza informatica e all'ethical hackingChiunque sia appassionato alle tematiche di cyber-securityMostra di piùMostra meno","","Ultimo aggiornamento 9/2019",""
"1611344599-3707","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","Strumenti e metodologie per Digital ForensicsIntroduzione all'Informatica ForenseGianluca GolinelliValutazione: 4,4 su 54,4(5)4,5 ore totali24 lezioniTutti i livelliPrezzo attuale49,99 €Nuovo e in evidenza","https://www.udemy.com/course/strumenti-e-metodologie-per-digital-forensics/","DescrizioneAcquisire le competenze tecniche necessarie per poter svolgere attività di digital forensics (informatica forense). Conoscere ed imparare ad utilizzare gli strumenti per Computer Forensics. Acquisire, analizzare e conservare opportunamente le prove digitali. Destinatari: IT Manager, Responsabile Sicurezza Informatica, Tecnico di Sicurezza Informatica, Consulenti Tecnici di Ufficio, Consulenti Tecnici di Parte.A chi è rivolto questo corso:Studenti interessati ad acquisire conoscenza nell'ambito della Digital Forensic (Informatica forense)IT managerConsulenti tecnici d'ufficio e consulenti tecnici di parteResponsabili della sicurezza informaticaMostra di piùMostra meno","","Ultimo aggiornamento 1/2021",""
"1611344525-3685","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","Impara a programmare JSON con JavaScript in meno di due oreImpara a usare il formato JSON con JavaScript, AJAX e jQueryAdriano Gattabuia1,5 ore totali16 lezioniIntermedioPrezzo attuale19,99 €Nuovo","https://www.udemy.com/course/impara-a-programmare-json-con-javascript-in-meno-di-due-ore/","","","Ultimo aggiornamento 1/2021","Cosa impareraiCome creare oggetti JSON e operare su di loro con JavaScriptUsare jQuery e AJAX con gli oggetti JSONCome implementare gli oggetti JSON in un progetto reale"
"1611342831-2986","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","Installare, Configurare e Gestire VMware vSphereImpara ad installare, gestire e configurare vSphere 6.5Christian BontempiValutazione: 4,7 su 54,7(16)8 ore totali85 lezioniTutti i livelliPrezzo attuale199,99 €","https://www.udemy.com/course/installare-configurare-e-gestire-vmware-vsphere/","","Christian Bontempi","Ultimo aggiornamento 8/2018",""
"1611343372-3223","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","Impara ad utilizzare i dispositivi KNX RF","","","","","null",""
"1611344585-3703","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","Imparare MySQL da zeroCorso pratico per imparare MYSQLDaniele SpinaValutazione: 4,6 su 54,6(2)5 ore totali47 lezioniPrincipiantePrezzo attuale49,99 €Nuovo","https://www.udemy.com/course/imparare-mysql-da-zero/","","","Ultimo aggiornamento 12/2020","Cosa impareraiLinguaggio MySQLDatabase"
"1611344160-3533","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Protractor - Realizza test end to end con AngularAutomatizza i tuoi test per applicazioni Angular e non AngularRiccardo FuscoValutazione: 5,0 su 55,0(6)4 ore totali28 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/protractor-end-to-end-testing-for-angular/","DescrizioneOgni giorno sempre più applicazioni web sono sviluppate utilizzando Angular, e allo stesso tempo è aumentata la necessità di automatizzare i test su questo tipo di applicazioni. Protractor è lo strumento ideale per svolgere questo lavoro. Con questo corso imparerai in poco tempo ad automatizzare i tuoi test, leggere il report, e tanto altro ancora.Ma cosa più importante risparmierai il tuo tempo.A chi è rivolto questo corso:Manual testersTest ManagersWeb DevelopersChiunque voglia imparare ad automatizzare test webMostra di piùMostra meno","","Ultimo aggiornamento 9/2020",""
"1611343095-3095","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","Corso di Adobe Lightroom Classic CC","","","","","null",""
"1611343372-3231","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","Networking 101: Corso di Reti da zero","","","","","null",""
"1611343095-3093","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","Microsoft Excel 2007","","","","","null",""
"1611343177-3136","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Microsoft Word 2007La Videoscrittura in tutte le sue forme e potenzialitàPIETRO MANNOValutazione: 4,7 su 54,7(4)3,5 ore totali8 lezioniIntermedioPrezzo attuale19,99 €","https://www.udemy.com/course/microsoft-word-2007-w/","DescrizioneMicrosoft word è il software, per eccellenza, più utilizzato sia in casa che in ufficio che permette di redarre documenti testuali arricchiti di mille funzionalità. Ormai Word si utilizza negli ambiti più disparati:  a scuola, negli uffici, per creare da zero un documento testuale misto ad aspetti multimediali come link e immagini/video.Word permette la generazione di numerose tipologie di documenti tra cui: - Fatture- Documenti di lavoro- PagelleInsomma un software potente e completo utilizzato a scala internazionale.A chi è rivolto questo corso:Rivolto a chiunque.....Giovani o meno giovani che non si sono mai approcciato al pcMostra di piùMostra meno","","Ultimo aggiornamento 8/2019",""
